Bucket0
1954620600
318377200
330587700
362706000
263953000
276564500
282863600
292241400
295978900
696835400
668448900
671885500
672610500
1239146600
1215938200
1270919600
1263773700
1553048700
1539637700
1444401300
1468984100
235614
34133
34133
34133
27198
33157
32958
35335
35335
90581
90581
91096
91120
198110
198110
198180
198267
229740
229740
229740
235614
