Bucket0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
164053100
60876000
58976600
63365400
63094700
65842700
61097800
68881500
65670600
51210100
42040300
37458100
40901800
57457300
50241600
60471300
72317100
37457500
34582000
35854600
32745900
21171
23726
24774
25282
23974
22778
21473
20511
21011
21677
21848
21757
21538
21148
20834
20888
21092
21115
21227
21227
21227
164053100
60876000
58976600
63365400
63094700
65842700
61097800
68881500
65670600
51210100
42040300
37458100
40901800
57457300
50241600
60471300
72317100
37457500
34582000
35854600
32745900
47854
52503
47234
46021
46834
45525
45805
45828
46878
47760
48114
48135
48037
47843
47686
47713
47815
47826
47883
47883
47883
164053100
60876000
58976600
63365400
63094700
65842700
61097800
68881500
65670600
51210100
42040300
37458100
40901800
57457300
50241600
60471300
72317100
37457500
34582000
35854600
32745900
41183
43205
39211
39269
40062
39554
39823
39838
40535
41121
41357
41370
41305
41176
41071
41089
41157
41164
41202
41202
41202
164053100
60876000
58976600
63365400
63094700
65842700
61097800
68881500
65670600
51210100
42040300
37458100
40901800
57457300
50241600
60471300
72317100
37457500
34582000
35854600
32745900
37442
39280
35650
35702
36423
35961
36205
36219
36853
37385
37600
37612
37553
37435
37340
37356
37418
37425
37459
37459
37459
