Bucket0
200149800
282589100
228988500
198741300
194855800
189283900
127896600
119554700
139867400
123409400
137149200
128762600
135883600
132193800
152984000
182713000
121302600
131437900
137653800
119804900
128006500
38222
22344
22344
23628
23677
23677
16729
16597
16597
19106
19106
19158
19182
19182
19182
19252
19067
19067
19067
19067
19067
