Bucket0
102714400
63840300
42499700
56442000
31578100
41161400
38986500
23997600
24595500
29557300
42670900
46395500
34414800
36846600
27246700
23376300
37769500
26708100
21657500
21953600
21604300
3351
3487
3487
3487
3536
3536
3572
3440
3440
3440
3440
3492
3492
3492
3492
3492
3307
3307
3307
3307
3307
