Bucket0
51227600
69492900
50175800
33361100
36009900
38072300
42409500
41674100
37586900
35405900
41229600
36928300
38263800
35547200
68093100
122430600
41050900
39480600
26507700
24549200
33140000
104
158
158
158
158
158
160
158
158
158
158
159
159
159
159
159
159
159
159
159
159
