Bucket0
248410000
245492700
353359500
194593000
200550800
192147200
195042400
189520300
160112700
183520500
172986800
211049400
224838900
171944900
261994600
262218900
181572100
203039300
157432200
187125000
193459600
25994
14725
20812
11607
11607
12997
12997
12997
12997
12997
12997
12997
12997
12997
12997
12997
12997
12997
12997
12997
12997
