Bucket0,Bucket1,Bucket2,Bucket3,Bucket4,Bucket5,Bucket6,Bucket7,Bucket8,Bucket9,Bucket10,Bucket11,Bucket12,Bucket13,Bucket14,Bucket15,Bucket16,Bucket17,Bucket18,Bucket19,Bucket20,Bucket21,Bucket22,Bucket23,Bucket24,Bucket25,Bucket26,Bucket27,Bucket28,Bucket29,Bucket30,Bucket31,Bucket32,Bucket33,Bucket34,Bucket35,Bucket36,Bucket37,Bucket38,Bucket39,Bucket40,Bucket41
109002500,78952100,75101800,65107800,60042000,60121200,59997900,55029000,49611600,55089200,55147800,59639900,50343500,50051400,55012600,54832800,56419100,53653300,57593200,57503000,54901800,5700,5898,5923,6089,6572,7016,6694,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
17735700,20137600,21981600,15954500,11923400,25098900,20286300,15758500,17724900,9902300,19930400,14262900,15700600,20254700,13845300,14203500,13996500,13939900,13848600,14344400,15455500,1285,1408,1410,1413,1459,1596,1807,1583,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285
20222200,13817400,21539500,24716800,23480300,18533300,11853400,25985800,15876100,13432300,14542700,9881100,21689000,16627300,11806000,16255700,13773100,19965200,15881400,26010900,13186400,1281,1402,1404,1407,1515,1515,1605,2027,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281
23636700,24668900,27510400,30040000,23699700,25587300,25840200,40707200,25323700,20231300,23595500,22377400,21791800,25893400,18504200,24509700,20364100,20524600,18122400,22095900,23432300,2568,2699,2701,2704,2710,3119,3388,3792,2259,2407,2466,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568
25642800,23345300,24826500,24753400,25130900,23588200,25234900,29093000,35537000,26122800,29032900,31432000,23579200,20087700,20911200,25939400,23024900,24332800,28130000,24202900,28773100,3602,3748,3792,3857,4120,4362,3705,4214,4499,4850,5469,5704,3602,3602,3602,3602,3602,3602,3602,3602,3602
45846900,36117300,29920900,30087500,27952200,29352900,24791600,24780400,25918900,29524500,33450300,34179800,26091100,20604800,26428900,23257700,21052000,25036300,23912700,27724100,20613400,4111,4258,4301,4373,4634,4887,4203,4288,4314,4854,6507,6766,4111,4111,4111,4111,4111,4111,4111,4111,4111
28245800,27858900,28180000,20019200,24225700,22296300,23866500,20413700,20819400,31927000,23194400,25126400,30273700,23625800,20228100,18185900,17919000,20119700,22643900,19524600,20104500,2321,2458,2487,2550,2672,3006,3189,2409,2452,2485,2513,2999,3288,2304,2304,2321,2321,2321,2321,2321,2321
20364800,15805400,24062400,18595200,17296600,19375300,23204400,16664700,27034400,27728700,29894400,24226000,15766700,24371400,18337900,19882600,19602500,20314000,17821800,14266300,19905900,1753,1886,1888,1917,1953,2106,2648,1699,1734,1734,1734,1734,1734,1753,1753,1753,1753,1753,1753,1753,1753
17966800,14363500,16675100,12927000,15908900,14199000,15878000,16736900,12208700,13213900,9698900,11282200,15300100,11353800,10227300,16616900,13191900,16196100,10683800,13319900,13256000,1005,1130,1130,1140,1182,1316,1160,940,988,988,988,988,988,1005,1005,1005,1005,1005,1005,1005,1005
14545500,14827500,16090200,15444200,12151400,16861900,11891300,12483800,12127200,11069800,10152100,14180400,11233600,9945300,12279800,12244800,9238500,12109500,10422800,11367500,10145600,933,1057,1057,1059,1079,1287,1079,870,916,916,916,916,916,916,933,933,933,933,933,933,933
15785200,16327200,17458700,13304500,21817600,17271400,20657800,28296600,11959600,20029400,17424400,19061200,13496900,17128600,13115100,15923900,18387700,22311700,13983600,14857300,18322900,1572,1716,1737,1809,1909,1952,1710,1710,1746,1890,2034,2247,1557,1572,1572,1572,1572,1572,1572,1572,1572
9875000,12281600,20459800,15226500,13823200,16379400,9887600,14564700,13833200,13561000,10034700,8113700,12162900,11730400,12041300,13837000,12990200,7232500,10662100,12243400,13136200,1168,1227,1230,1250,1292,1214,1223,1279,1384,1512,1065,1157,1168,1168,1168,1168,1168,1168,1168,1168,1168
44031000,46415900,48162100,47932100,50490600,41342900,38249300,39901500,37989400,39829600,38230600,41987600,41682900,48755300,42632800,41253600,43767600,42274100,38502000,45538100,36963900,6027,6176,6179,6179,6191,6200,6051,6100,6106,6027,6027,6027,6027,6027,6027,6027,6027,6027,6027,6027,6027
12576400,8740400,14537900,11871000,8130300,12351400,10363600,9480000,10533200,13588100,11867300,7726700,10245500,9862300,8276000,8585700,9172800,5781800,12209200,9953300,14335700,1029,1080,1081,1096,1067,1087,1028,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
12127500,12454100,16382800,12875300,14240300,11182100,12985100,14785100,11185800,12900200,8594300,13076100,13051700,12465900,12638300,12373400,12477200,8330500,14130900,13181600,10956600,1829,1899,1966,1992,2036,2301,1800,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829,1829
16326400,18337900,16371100,13170700,15417900,9251800,15710900,18884000,11066800,14656000,12986600,14176000,12047800,15844600,18608800,18088200,13269600,14342100,13268400,12716300,12250400,1852,1908,1920,1916,1954,1621,1778,1829,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852
20057500,21588500,17298600,17227800,20072500,17485300,19579800,13078700,11591400,5778600,24096000,5867700,20128200,17685600,15388400,11213000,18320100,9832300,20155200,12799000,12675600,1799,1867,1889,2018,2164,2076,2167,1740,1778,1778,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799
13105900,18569600,13157100,12441000,9792500,17423600,14610800,14723300,12603000,13975400,16621800,13909700,14018800,14175200,10415600,13497800,12444000,11796800,9955700,15863500,10609300,1726,1789,1814,1799,1838,1604,1700,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
15534600,11203600,11674800,15252200,10445800,22921100,14126400,14530900,11956800,10706800,10753500,8481100,14301100,9824100,10372200,13346300,13021000,4940300,19356600,11099400,10054900,1513,1593,1677,1751,2511,2337,1494,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513,1513
14999600,16089800,11341900,14489800,15740800,15482300,6729200,17582700,9745800,15937600,10309500,16138400,11832800,6107000,9919800,19870800,14739000,13714200,11648000,9929100,17470700,1881,1969,2067,2018,2336,1834,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881,1881
17482900,14760300,27200400,10926600,17342700,14441500,10683500,4533400,22332200,9541300,8398400,9904100,14095300,16778500,12779100,11599800,6774100,18547000,13309900,6074900,17945100,1878,1970,2064,2040,2360,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878
36197900,21802100,17748700,15934000,24096300,12162700,20402900,13751800,15593800,18591900,17456200,20042200,13999400,6033300,21322800,16579200,11869400,15830700,16878100,13420000,18568300,1582,1670,1779,1884,2062,1632,1644,1699,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582
18755800,11705000,10051400,11983400,6629800,16414500,7906100,6733700,13035900,7122700,11812300,8136600,7086300,9849600,12544100,12512700,9477900,15817900,10308700,11955500,13708500,1093,1156,1161,1184,1401,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093
19348900,15643200,14447700,12977700,16064400,28450500,22035600,15018300,14901300,7386200,16085000,9919000,10121000,9799400,17310000,16953100,10357500,5810200,22147200,13816900,16185200,1566,1652,1774,1941,1636,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566
16513500,12647100,12277400,15724200,13016400,16482700,14834400,16149100,10739700,15126300,10287900,10045000,12186400,11335800,10616600,18537200,17552700,7666600,14380900,13020100,11108500,1311,1382,1375,1571,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311
14099900,18185100,11426300,13586900,14462700,7699300,14604200,15883400,11136900,8509200,20259600,9964900,9751200,16117500,11948400,16271900,20739400,12658500,10163100,14297100,14807500,1322,1404,1279,1301,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322
23516700,13989900,18027100,17711800,12075700,9957000,11740900,15979100,12672400,9912200,19900800,13463600,7520700,19207100,12761100,9344500,17541900,10186900,9902900,16001700,16039700,1634,1715,1848,1780,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634,1634
18140900,9966200,19807900,19993300,15404600,15772200,13961000,15110600,12204900,17604800,14327300,20904800,26336400,20822000,13538200,16403200,7938400,9873100,20029500,12361300,11318200,1551,1659,1604,1893,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551
19892900,19478500,25254400,25090700,14640800,15150600,19967000,14660500,12627400,22814500,14780500,19970700,19978800,15189900,14970200,13513800,21652800,14628300,19939700,19961200,15287500,2523,2904,3345,3705,2434,2449,2483,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523
14975900,14408600,11476300,13148000,10514300,12738500,6263500,14139700,11430600,10424400,9086100,5205800,9927600,16552100,13347700,10221100,9861600,12202900,7493000,14085100,11910000,1219,1292,1351,1290,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,1219
16343200,16912600,6766700,16771400,13582500,11662000,18035200,12420500,10264600,8781900,18357400,10318600,16797600,11778100,11544100,9710300,16031500,11671700,17147000,7304500,11795900,1302,1370,1556,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302
8696100,17809900,10356400,19940300,14782200,7072900,18074800,16572600,16427600,13000000,14203200,12093800,5770200,22374100,7919100,19856200,10961600,18917800,14926000,13772000,11604600,1728,1808,1832,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728,1728
22746900,30923000,26422600,19416500,14030500,12945400,18819200,14244900,15717800,12084600,20840400,17022400,10427800,19566700,19145400,10815700,13814300,16414400,19856200,12031200,18217800,2181,2280,2711,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181,2181
15175900,14149300,15878400,8031600,19828900,15092700,4979200,20118400,11638900,18096700,13719300,6601500,9994600,24319600,27758600,20038300,19490700,16887700,11317900,19910800,10314500,1796,1888,1932,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796
20459700,16965900,20243700,11901000,19705400,28317400,26144900,20277000,11157000,10163900,21719100,18029400,16249600,16623600,7497300,19792300,12095000,17849400,13741700,15917300,15749100,1995,2091,2190,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
18924300,20071500,9873300,19876800,20008800,10492700,25171100,16675500,15668200,18850800,19908100,23716700,16802900,13200000,19749500,11523000,18592000,15283100,14780300,14740300,5293400,2108,2194,2537,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108
16286800,18045800,13758600,13286000,18178000,18353700,19938700,11585300,18528100,14660900,15493100,9731800,22318500,16601000,13770600,17396400,11744800,18096200,12342400,18042400,20019900,1963,2055,2120,1946,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963
20019700,11897500,24283500,15549500,15312900,14628800,15539600,12207100,15800200,14431500,14012400,14286000,12133300,15514800,12721800,21718900,10146500,22127300,17746600,10059900,17725800,1654,1755,1799,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654
20124200,19946900,20820900,19518500,21412700,21999400,16548000,15683200,13242300,20944000,17402500,20624300,9977200,22197700,15555200,16076000,16011600,16326300,15849700,15458300,15961400,1961,2072,2576,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961
23857700,22035200,30717200,16979300,25316900,19034400,11979000,24201600,23932400,22099000,23912500,23622900,26318300,28125500,24177300,27894300,23363400,15823000,24896500,11730200,19725300,3353,3452,5060,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353
80092000,87489200,102162000,87700900,89439100,98094300,98007100,91585300,84485200,73644500,72327200,66045900,70928900,74390000,68175800,73943600,66362000,63582000,71174700,67272500,77965100,9767,10002,10146,9914,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767,9767
24658900,13202700,18368900,18304600,17797800,13998500,14722600,6694000,20058800,11032200,22871200,14626000,11692300,19841600,17609100,24903400,19711200,12119500,15615100,10044500,19918100,1960,2066,2145,1856,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960
13936500,22577000,19962600,15635600,18001300,14136100,18081600,17571500,14561400,18815900,12591200,22098200,19546300,36420800,17760900,18341300,13553600,18466200,13376300,18662200,13175000,1897,2019,2305,1657,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897
16415500,15421600,16068900,12498400,10054400,7124900,16198400,11914600,10234300,18083500,15026300,16707800,12458800,17801900,17791600,22975400,7104800,9747200,17124400,17794400,15252100,1159,1238,1245,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159
77672200,81857200,78064100,83067400,74569700,72472100,81561300,71715000,81706700,74692100,75110300,83181000,71689500,76792400,63540400,89997900,69805600,93857900,76246400,83544700,78548100,10782,11005,10851,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782
79742700,88020400,76749200,79951500,79775100,80203500,76057000,75838400,100486300,77962800,79442200,80074800,79958800,100274400,112174100,83750500,73817400,79925000,70229900,80105200,81594200,11495,11730,11582,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495,11495
22444800,18461500,17912100,17046700,16593500,32384400,13915000,16019600,15870900,21717700,25833700,16116400,14594500,15814200,7577100,20121600,9796400,20045700,20059300,10187300,19739200,1662,1753,1769,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662
16022100,15812100,15743000,6231100,20203600,9893300,11284300,18873200,16645600,12910600,15210700,5067800,20086100,14699700,7177500,18160600,13806800,16275200,22113800,21648700,18360300,1442,1554,1438,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442,1442
30174800,19186200,21350300,21053800,17501500,29738400,17352100,20095200,19947300,24336600,37991800,17716900,12871800,21805900,19972900,18901900,18485000,20676700,28269100,18993600,18118100,2313,2470,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313,2313
21823200,21418400,18502500,18282500,17073100,16260300,19786200,27132200,15543500,23366600,17838500,12172000,32178800,15994900,19769000,9885100,20197500,9806000,24834000,15506600,9752700,2037,2139,2030,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037
121038700,117146700,99134500,162392400,136710500,136007100,113953900,109808500,93664600,96552900,99928300,89806100,90049800,90069000,100166700,89956100,105252000,96879700,87653400,92946900,111696700,15231,15560,14830,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231,15231
91987000,106428400,100079600,93746600,86086400,110257000,112681800,118935300,130586900,134084200,113237000,90367200,92394400,96185700,107330500,172149900,101655100,91686400,88204900,89994600,90014100,14915,15247,17141,14872,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915,14915
16865300,24306400,26108300,14157200,18634300,17564800,21061500,17383100,19881800,17764700,19787900,20584100,19687900,17834000,18381900,23748400,15635600,20822500,28375300,15517000,23981400,2231,2352,2761,2184,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231
16826500,27722000,22208800,22291200,17713800,24063700,21139800,32735800,17668400,21919700,20096100,19007800,18956500,15671800,21661500,17231700,20871000,16972700,19524500,18268000,20120900,2631,2722,2649,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631,2631
26638400,18006600,15883900,16276500,16171900,16071000,15959100,15927000,15907600,19813900,17785600,15779600,18699400,11917000,37868700,24484000,17533800,22260000,26395800,24459100,19787400,1964,2062,1948,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964
21962100,25065700,16211600,17236800,16685900,15318900,17480500,15418200,15610400,12801300,15506500,7699600,23416000,14504700,12355100,9818300,20321800,10864800,19123800,14157800,12405400,1503,1589,1488,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503
21030500,16547400,23880800,16554400,19225800,23438900,24547900,23119300,19620300,39524500,22276500,22970800,17564800,14866800,17741800,20010900,12659900,19855200,10147700,25712200,15716000,2295,2374,2347,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
18366100,16824600,15277000,17177900,12154900,17588100,15880400,14401700,15906500,13951300,15646900,14426200,13362800,16062200,16126900,14317700,14008300,16007100,14170500,17840300,14164700,1503,1581,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503
18490200,17874600,16565900,15336800,14149000,15788200,13281300,14871300,12802300,21078400,16063300,13136300,16494900,14048500,15803900,14482100,13675800,12503300,17447600,10121300,17193100,1461,1593,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461,1461
21499200,27709100,13397200,13988000,8454200,17424000,12542000,15211100,14658100,11201500,15779200,13313200,9878100,9851900,22006200,13875000,14124100,12418700,15267800,12577100,9829000,1659,2082,1640,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659
16686100,17530200,13752300,20029300,29608600,20025900,23239600,16889200,19800100,20203700,19859500,30104600,23142000,16987500,14988500,16086200,15926600,13104600,9756500,25428300,15450600,1988,2149,2349,2681,2681,2681,2681,2681,2681,2411,2517,3482,3482,1872,1948,1948,1988,1988,1988,1988,1988
58253300,45742800,55686200,41819800,53093800,49511500,49430500,50565000,43866900,51548200,54617600,54596000,48959200,56616600,49520800,48007900,52123000,47682300,48055300,46266400,48002800,9640,9735,9888,7756,9046,9640,9640,9640,9640,9640,9640,9640,9640,9640,9640,9640,9640,9640,9640,9640,9640
