Bucket0
19576400
23609400
21838000
28268000
22589500
17651500
22943100
15336100
14219500
16948600
16844700
13598400
15243500
14826900
11447300
10973600
11473600
10769300
12125900
12572400
11265200
178
81
81
81
81
81
94
90
90
90
90
73
73
73
75
75
75
75
75
75
75
